DATE_LOG,TEMP_LOG
2013-10-01 00:59:10+02:00,37.437
2013-10-01 00:59:23+02:00,37.5
2013-10-01 00:59:36+02:00,37.5
2013-10-01 00:59:49+02:00,37.5
2013-10-01 01:00:02+02:00,37.5
2013-10-01 01:00:15+02:00,37.5
2013-10-01 01:00:27+02:00,37.5
2013-10-01 01:00:40+02:00,37.5
2013-10-01 01:00:53+02:00,37.5
2013-10-01 01:01:06+02:00,37.5
2013-10-01 01:01:19+02:00,37.437
2013-10-01 01:01:32+02:00,37.437
2013-10-01 01:01:45+02:00,37.437
2013-10-01 01:01:58+02:00,37.437
2013-10-01 01:02:11+02:00,37.437
2013-10-01 01:02:24+02:00,37.437
2013-10-01 01:02:37+02:00,37.375
2013-10-01 01:02:50+02:00,37.375
2013-10-01 01:03:02+02:00,37.375
2013-10-01 01:03:15+02:00,37.312
2013-10-01 01:03:28+02:00,37.312
2013-10-01 01:03:41+02:00,37.312
2013-10-01 01:03:54+02:00,37.312
2013-10-01 01:04:07+02:00,37.312
2013-10-01 01:04:20+02:00,37.375
2013-10-01 01:04:33+02:00,37.375
2013-10-01 01:04:46+02:00,37.375
2013-10-01 01:04:59+02:00,37.375
2013-10-01 01:05:12+02:00,37.437
2013-10-01 01:05:24+02:00,37.437
2013-10-01 01:05:37+02:00,37.5
2013-10-01 01:05:50+02:00,37.5
2013-10-01 01:06:03+02:00,37.5
2013-10-01 01:06:16+02:00,37.562
2013-10-01 01:06:29+02:00,37.562
2013-10-01 01:06:42+02:00,37.562
2013-10-01 01:06:55+02:00,37.562
2013-10-01 01:07:08+02:00,37.562
2013-10-01 01:07:21+02:00,37.562
2013-10-01 01:07:34+02:00,37.562
2013-10-01 01:07:46+02:00,37.5
2013-10-01 01:07:59+02:00,37.5
2013-10-01 01:08:12+02:00,37.5
2013-10-01 01:08:25+02:00,37.5
2013-10-01 01:08:38+02:00,37.437
2013-10-01 01:08:51+02:00,37.437
2013-10-01 01:09:04+02:00,37.437
2013-10-01 01:09:17+02:00,37.375
2013-10-01 01:09:30+02:00,37.312
2013-10-01 01:09:43+02:00,37.312
2013-10-01 01:09:56+02:00,37.312
2013-10-01 01:10:09+02:00,37.312
2013-10-01 01:10:22+02:00,37.312
2013-10-01 01:10:35+02:00,37.312
2013-10-01 01:10:48+02:00,37.312
2013-10-01 01:11:01+02:00,37.312
2013-10-01 01:11:14+02:00,37.375
2013-10-01 01:11:27+02:00,37.375
2013-10-01 01:11:40+02:00,37.375
2013-10-01 01:11:53+02:00,37.375
2013-10-01 01:12:06+02:00,37.437
2013-10-01 01:12:19+02:00,37.437
2013-10-01 01:12:31+02:00,37.5
2013-10-01 01:12:44+02:00,37.5
2013-10-01 01:12:57+02:00,37.5
2013-10-01 01:13:10+02:00,37.5
2013-10-01 01:13:23+02:00,37.5
2013-10-01 01:13:36+02:00,37.5
2013-10-01 01:13:49+02:00,37.5
2013-10-01 01:14:02+02:00,37.5
2013-10-01 01:14:15+02:00,37.5
2013-10-01 01:14:28+02:00,37.5
2013-10-01 01:14:41+02:00,37.437
2013-10-01 01:14:53+02:00,37.437
2013-10-01 01:15:07+02:00,37.437
2013-10-01 01:15:20+02:00,37.437
2013-10-01 01:15:32+02:00,37.375
2013-10-01 01:15:45+02:00,37.312
2013-10-01 01:15:58+02:00,37.375
2013-10-01 01:16:11+02:00,37.312
2013-10-01 01:16:24+02:00,37.312
2013-10-01 01:16:37+02:00,37.375
2013-10-01 01:16:50+02:00,37.312
2013-10-01 01:17:03+02:00,37.312
2013-10-01 01:17:16+02:00,37.375
2013-10-01 01:17:29+02:00,37.375
2013-10-01 01:17:42+02:00,37.375
2013-10-01 01:17:55+02:00,37.437
2013-10-01 01:18:08+02:00,37.437
2013-10-01 01:18:21+02:00,37.5
2013-10-01 01:18:34+02:00,37.5
2013-10-01 01:18:47+02:00,37.562
2013-10-01 01:18:59+02:00,37.562
2013-10-01 01:19:12+02:00,37.562
2013-10-01 01:19:25+02:00,37.562
2013-10-01 01:19:38+02:00,37.562
2013-10-01 01:19:51+02:00,37.562
2013-10-01 01:20:04+02:00,37.625
2013-10-01 01:20:17+02:00,37.562
2013-10-01 01:20:30+02:00,37.562
2013-10-01 01:20:43+02:00,37.562
2013-10-01 01:20:56+02:00,37.562
2013-10-01 01:21:09+02:00,37.5
2013-10-01 01:21:22+02:00,37.5
2013-10-01 01:21:35+02:00,37.437
2013-10-01 01:21:48+02:00,37.437
2013-10-01 01:22:01+02:00,37.437
2013-10-01 01:22:14+02:00,37.375
2013-10-01 01:22:27+02:00,37.375
2013-10-01 01:22:39+02:00,37.375
2013-10-01 01:22:52+02:00,37.375
2013-10-01 01:23:05+02:00,37.312
2013-10-01 01:23:18+02:00,37.375
2013-10-01 01:23:31+02:00,37.312
2013-10-01 01:23:44+02:00,37.312
2013-10-01 01:23:57+02:00,37.375
2013-10-01 01:24:10+02:00,37.375
2013-10-01 01:24:23+02:00,37.375
2013-10-01 01:24:36+02:00,37.437
2013-10-01 01:24:49+02:00,37.437
2013-10-01 01:25:01+02:00,37.437
2013-10-01 01:25:14+02:00,37.5
2013-10-01 01:25:27+02:00,37.562
2013-10-01 01:25:40+02:00,37.5
2013-10-01 01:25:53+02:00,37.562
2013-10-01 01:26:06+02:00,37.562
2013-10-01 01:26:19+02:00,37.562
2013-10-01 01:26:32+02:00,37.562
2013-10-01 01:26:45+02:00,37.562
2013-10-01 01:26:58+02:00,37.562
2013-10-01 01:27:11+02:00,37.5
2013-10-01 01:27:24+02:00,37.562
2013-10-01 01:27:37+02:00,37.5
2013-10-01 01:27:50+02:00,37.5
2013-10-01 01:28:03+02:00,37.437
2013-10-01 01:28:16+02:00,37.437
2013-10-01 01:28:29+02:00,37.437
2013-10-01 01:28:42+02:00,37.375
2013-10-01 01:28:55+02:00,37.375
2013-10-01 01:29:07+02:00,37.375
2013-10-01 01:29:20+02:00,37.375
2013-10-01 01:29:33+02:00,37.375
2013-10-01 01:29:46+02:00,37.375
2013-10-01 01:29:59+02:00,37.312
2013-10-01 01:30:12+02:00,37.375
2013-10-01 01:30:25+02:00,37.375
2013-10-01 01:30:38+02:00,37.375
2013-10-01 01:30:51+02:00,37.375
2013-10-01 01:31:04+02:00,37.375
2013-10-01 01:31:16+02:00,37.437
2013-10-01 01:31:29+02:00,37.437
2013-10-01 01:31:42+02:00,37.5
2013-10-01 01:31:55+02:00,37.5
2013-10-01 01:32:08+02:00,37.5
2013-10-01 01:32:21+02:00,37.562
2013-10-01 01:32:34+02:00,37.562
2013-10-01 01:32:47+02:00,37.562
2013-10-01 01:33:00+02:00,37.562
2013-10-01 01:33:13+02:00,37.562
2013-10-01 01:33:26+02:00,37.562
2013-10-01 01:33:39+02:00,37.562
2013-10-01 01:33:51+02:00,37.5
2013-10-01 01:34:04+02:00,37.5
2013-10-01 01:34:17+02:00,37.5
2013-10-01 01:34:30+02:00,37.5
2013-10-01 01:34:43+02:00,37.5
2013-10-01 01:34:56+02:00,37.437
2013-10-01 01:35:09+02:00,37.437
2013-10-01 01:35:22+02:00,37.375
2013-10-01 01:35:35+02:00,37.375
2013-10-01 01:35:48+02:00,37.375
2013-10-01 01:36:01+02:00,37.375
2013-10-01 01:36:13+02:00,37.312
2013-10-01 01:36:26+02:00,37.312
2013-10-01 01:36:39+02:00,37.312
2013-10-01 01:36:52+02:00,37.312
2013-10-01 01:37:05+02:00,37.375
2013-10-01 01:37:18+02:00,37.375
2013-10-01 01:37:31+02:00,37.375
2013-10-01 01:37:44+02:00,37.375
2013-10-01 01:37:57+02:00,37.437
2013-10-01 01:38:10+02:00,37.437
2013-10-01 01:38:22+02:00,37.5
2013-10-01 01:38:35+02:00,37.5
2013-10-01 01:38:48+02:00,37.5
2013-10-01 01:39:01+02:00,37.562
2013-10-01 01:39:14+02:00,37.562
2013-10-01 01:39:27+02:00,37.562
2013-10-01 01:39:40+02:00,37.562
2013-10-01 01:39:53+02:00,37.562
2013-10-01 01:40:06+02:00,37.562
2013-10-01 01:40:19+02:00,37.562
2013-10-01 01:40:32+02:00,37.562
2013-10-01 01:40:44+02:00,37.5
2013-10-01 01:40:57+02:00,37.5
2013-10-01 01:41:10+02:00,37.5
2013-10-01 01:41:23+02:00,37.437
2013-10-01 01:41:36+02:00,37.437
2013-10-01 01:41:49+02:00,37.375
2013-10-01 01:42:02+02:00,37.375
2013-10-01 01:42:15+02:00,37.375
2013-10-01 01:42:28+02:00,37.375
2013-10-01 01:42:41+02:00,37.375
2013-10-01 01:42:54+02:00,37.312
2013-10-01 01:43:06+02:00,37.312
2013-10-01 01:43:19+02:00,37.312
2013-10-01 01:43:32+02:00,37.375
2013-10-01 01:43:45+02:00,37.375
2013-10-01 01:43:58+02:00,37.375
2013-10-01 01:44:11+02:00,37.437
2013-10-01 01:44:24+02:00,37.437
2013-10-01 01:44:37+02:00,37.5
2013-10-01 01:44:50+02:00,37.5
2013-10-01 01:45:03+02:00,37.562
2013-10-01 01:45:16+02:00,37.562
2013-10-01 01:45:29+02:00,37.562
2013-10-01 01:45:42+02:00,37.562
2013-10-01 01:45:55+02:00,37.562
2013-10-01 01:46:08+02:00,37.625
2013-10-01 01:46:21+02:00,37.562
2013-10-01 01:46:34+02:00,37.562
2013-10-01 01:46:47+02:00,37.562
2013-10-01 01:47:00+02:00,37.562
2013-10-01 01:47:12+02:00,37.562
2013-10-01 01:47:25+02:00,37.5
2013-10-01 01:47:38+02:00,37.5
2013-10-01 01:47:51+02:00,37.5
2013-10-01 01:48:04+02:00,37.437
2013-10-01 01:48:17+02:00,37.437
2013-10-01 01:48:30+02:00,37.437
2013-10-01 01:48:43+02:00,37.375
2013-10-01 01:48:56+02:00,37.312
2013-10-01 01:49:09+02:00,37.312
2013-10-01 01:49:22+02:00,37.312
2013-10-01 01:49:34+02:00,37.312
2013-10-01 01:49:47+02:00,37.312
2013-10-01 01:50:00+02:00,37.312
2013-10-01 01:50:13+02:00,37.312
2013-10-01 01:50:26+02:00,37.312
2013-10-01 01:50:39+02:00,37.312
2013-10-01 01:50:52+02:00,37.312
2013-10-01 01:51:05+02:00,37.375
2013-10-01 01:51:18+02:00,37.375
2013-10-01 01:51:31+02:00,37.375
2013-10-01 01:51:44+02:00,37.437
2013-10-01 01:51:56+02:00,37.437
2013-10-01 01:52:09+02:00,37.5
2013-10-01 01:52:22+02:00,37.5
2013-10-01 01:52:35+02:00,37.5
2013-10-01 01:52:48+02:00,37.5
2013-10-01 01:53:01+02:00,37.5
2013-10-01 01:53:14+02:00,37.5
2013-10-01 01:53:27+02:00,37.5
2013-10-01 01:53:40+02:00,37.437
2013-10-01 01:53:53+02:00,37.437
2013-10-01 01:54:06+02:00,37.437
2013-10-01 01:54:18+02:00,37.375
2013-10-01 01:54:31+02:00,37.375
2013-10-01 01:54:44+02:00,37.375
2013-10-01 01:54:57+02:00,37.375
2013-10-01 01:55:10+02:00,37.375
2013-10-01 01:55:23+02:00,37.375
2013-10-01 01:55:36+02:00,37.375
2013-10-01 01:55:49+02:00,37.375
2013-10-01 01:56:02+02:00,37.375
2013-10-01 01:56:15+02:00,37.437
2013-10-01 01:56:28+02:00,37.437
2013-10-01 01:56:41+02:00,37.437
2013-10-01 01:56:54+02:00,37.437
2013-10-01 01:57:07+02:00,37.437
2013-10-01 01:57:20+02:00,37.437
2013-10-01 01:57:33+02:00,37.437
2013-10-01 01:57:46+02:00,37.437
2013-10-01 01:57:59+02:00,37.437
2013-10-01 01:58:12+02:00,37.437
2013-10-01 01:58:25+02:00,37.437
2013-10-01 01:58:38+02:00,37.375
2013-10-01 01:58:51+02:00,37.375
2013-10-01 01:59:03+02:00,37.375
2013-10-01 01:59:16+02:00,37.375
2013-10-01 01:59:29+02:00,37.375
2013-10-01 01:59:42+02:00,37.375
2013-10-01 01:59:55+02:00,37.375
2013-10-01 02:00:08+02:00,37.375
2013-10-01 02:00:21+02:00,37.375
2013-10-01 02:00:34+02:00,37.375
2013-10-01 02:00:47+02:00,37.375
2013-10-01 02:01:00+02:00,37.375
2013-10-01 02:01:13+02:00,37.437
2013-10-01 02:01:25+02:00,37.437
2013-10-01 02:01:38+02:00,37.5
2013-10-01 02:01:51+02:00,37.5
2013-10-01 02:02:04+02:00,37.562
2013-10-01 02:02:17+02:00,37.625
2013-10-01 02:02:30+02:00,37.625
2013-10-01 02:02:43+02:00,37.625
2013-10-01 02:02:56+02:00,37.625
2013-10-01 02:03:09+02:00,37.625
2013-10-01 02:03:22+02:00,37.625
2013-10-01 02:03:34+02:00,37.562
2013-10-01 02:03:47+02:00,37.562
2013-10-01 02:04:00+02:00,37.562
2013-10-01 02:04:13+02:00,37.562
2013-10-01 02:04:26+02:00,37.5
2013-10-01 02:04:39+02:00,37.5
2013-10-01 02:04:52+02:00,37.437
2013-10-01 02:05:05+02:00,37.437
2013-10-01 02:05:18+02:00,37.375
2013-10-01 02:05:31+02:00,37.375
2013-10-01 02:05:44+02:00,37.375
2013-10-01 02:05:56+02:00,37.375
2013-10-01 02:06:09+02:00,37.375
2013-10-01 02:06:22+02:00,37.375
2013-10-01 02:06:35+02:00,37.312
2013-10-01 02:06:48+02:00,37.375
2013-10-01 02:07:01+02:00,37.375
2013-10-01 02:07:14+02:00,37.375
2013-10-01 02:07:27+02:00,37.375
2013-10-01 02:07:40+02:00,37.437
2013-10-01 02:07:53+02:00,37.437
2013-10-01 02:08:06+02:00,37.437
2013-10-01 02:08:19+02:00,37.5
2013-10-01 02:08:32+02:00,37.5
2013-10-01 02:08:45+02:00,37.5
2013-10-01 02:08:58+02:00,37.562
2013-10-01 02:09:11+02:00,37.562
2013-10-01 02:09:24+02:00,37.562
2013-10-01 02:09:37+02:00,37.562
2013-10-01 02:09:50+02:00,37.562
2013-10-01 02:10:02+02:00,37.562
2013-10-01 02:10:15+02:00,37.5
2013-10-01 02:10:28+02:00,37.5
2013-10-01 02:10:41+02:00,37.5
2013-10-01 02:10:54+02:00,37.5
2013-10-01 02:11:07+02:00,37.5
2013-10-01 02:11:20+02:00,37.437
2013-10-01 02:11:33+02:00,37.437
2013-10-01 02:11:46+02:00,37.375
2013-10-01 02:11:59+02:00,37.375
2013-10-01 02:12:12+02:00,37.375
2013-10-01 02:12:24+02:00,37.375
2013-10-01 02:12:37+02:00,37.375
2013-10-01 02:12:50+02:00,37.375
2013-10-01 02:13:03+02:00,37.375
2013-10-01 02:13:16+02:00,37.375
2013-10-01 02:13:29+02:00,37.375
2013-10-01 02:13:42+02:00,37.437
2013-10-01 02:13:55+02:00,37.437
2013-10-01 02:14:08+02:00,37.437
2013-10-01 02:14:21+02:00,37.437
2013-10-01 02:14:34+02:00,37.5
2013-10-01 02:14:47+02:00,37.5
2013-10-01 02:14:59+02:00,37.437
2013-10-01 02:15:12+02:00,37.437
2013-10-01 02:15:25+02:00,37.437
2013-10-01 02:15:38+02:00,37.437
2013-10-01 02:15:51+02:00,37.375
2013-10-01 02:16:04+02:00,37.375
2013-10-01 02:16:17+02:00,37.437
2013-10-01 02:16:30+02:00,37.437
2013-10-01 02:16:43+02:00,37.437
2013-10-01 02:16:56+02:00,37.437
2013-10-01 02:17:09+02:00,37.437
2013-10-01 02:17:21+02:00,37.437
2013-10-01 02:17:34+02:00,37.437
2013-10-01 02:17:47+02:00,37.375
2013-10-01 02:18:00+02:00,37.375
2013-10-01 02:18:13+02:00,37.437
2013-10-01 02:18:26+02:00,37.437
2013-10-01 02:18:39+02:00,37.437
2013-10-01 02:18:52+02:00,37.437
2013-10-01 02:19:05+02:00,37.437
2013-10-01 02:19:18+02:00,37.437
2013-10-01 02:19:31+02:00,37.5
2013-10-01 02:19:43+02:00,37.5
2013-10-01 02:19:56+02:00,37.437
2013-10-01 02:20:09+02:00,37.437
2013-10-01 02:20:22+02:00,37.437
2013-10-01 02:20:35+02:00,37.437
2013-10-01 02:20:48+02:00,37.437
2013-10-01 02:21:01+02:00,37.375
2013-10-01 02:21:14+02:00,37.375
2013-10-01 02:21:27+02:00,37.375
2013-10-01 02:21:40+02:00,37.375
2013-10-01 02:21:53+02:00,37.375
2013-10-01 02:22:06+02:00,37.375
2013-10-01 02:22:19+02:00,37.375
2013-10-01 02:22:31+02:00,37.375
2013-10-01 02:22:44+02:00,37.375
2013-10-01 02:22:57+02:00,37.437
2013-10-01 02:23:10+02:00,37.437
